Unnamed: 0,track_id,artists,album_name_x,track_name_x,popularity,duration_ms,explicit_x,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,track_genre_lower,track_name_y,track_number,track_popularity,explicit_y,artist_name,artist_popularity,artist_followers,artist_genres,album_id,album_name_y,album_release_date,album_total_tracks,album_type,track_duration_min
53014,698ItKASDavgwZ3WjaWjtz,Alan Walker,Different World,Faded,80,212106,False,0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,4,house,house,Faded,15.0,79.0,False,Alan Walker,78.0,41268567.0,,3nzuGtN3nXARvvecier4K0,Different World,2018-12-14,15.0,album,3.53
53015,1jLsirPDkUS2g4gnkYua58,Alan Walker;Julie Bergan;K-391;SEUNGRI,Ignite,Ignite,71,210288,False,0.681,0.864,8,-4.3,0,0.116,0.0208,3.98e-06,0.192,0.479,90.008,4,house,house,,,,,,,,,,,,,,
53016,6NJOOWpT5g3Y46G2qtRejH,Tiësto;Stevie Appleton,pov: it's 2020,BLUE,0,167858,False,0.744,0.725,11,-6.056,1,0.0303,0.0179,1e-05,0.212,0.902,118.035,4,house,house,,,,,,,,,,,,,,
53017,75mtKeIPLHAXokQVQmwPLp,Tiësto;Charli XCX,New Arrivals,Hot in It,0,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,4,house,house,,,,,,,,,,,,,,
53018,0RzEfVy07ukh7GxnwVjPmr,Tiësto;Charli XCX,For the Girls: Summer Hits,Hot in It,1,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,4,house,house,,,,,,,,,,,,,,
53019,1oIdcFtf58sZbS7QyZQJ2P,Deep Chills;IVIE,Run Free,Run Free,67,170562,False,0.727,0.69,7,-4.559,1,0.0345,0.202,3.27e-06,0.414,0.699,100.002,4,house,house,Run Free,1.0,59.0,False,Deep Chills,57.0,120185.0,tropical house,37QAucQUcm3aCvRLxjtwKj,Run Free,2017-08-18,1.0,single,2.84
53020,7GjQssVu8uKn4WGTIgTOIA,Tiësto;Charli XCX,Hot Mix Pop,Hot in It,3,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,4,house,house,,,,,,,,,,,,,,
53021,0lks2Kt9veMOFEAPN0fsqN,Alan Walker;K-391;Emelie Hollow,Different World,Lily,74,195840,False,0.423,0.634,6,-5.877,0,0.0578,0.196,0.0,0.189,0.467,150.978,4,house,house,,,,,,,,,,,,,,
53022,5rsIUZDVbqneGM0GWs7Obd,Tiësto;Charli XCX,Upbeat 20's,Hot in It,1,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,4,house,house,,,,,,,,,,,,,,
53023,3BbzQ0VuM1QTMOiqva7VYe,Tiësto;Charli XCX,Hit After Hit,Hot in It,0,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,4,house,house,,,,,,,,,,,,,,
53024,6PgCzuBQFnTFOCUXHtp3Nl,Tiësto;Charli XCX,All That Really Matters - Just Hits,Hot in It,0,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,4,house,house,,,,,,,,,,,,,,
53025,5KomSS7roeHMj6r3THWiWo,Tiësto;Charli XCX,Cardio Tracks,Hot in It,0,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,4,house,house,,,,,,,,,,,,,,
53026,1vXNHt7Vj7U75R0qV2YrOu,Tiësto;Charli XCX,Pop Brandneu,Hot in It,1,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,4,house,house,,,,,,,,,,,,,,
53027,3LlmKSHR3Rs0Y3KHQLAYDk,Alan Walker,Different World,Alone,74,160426,False,0.673,0.914,10,-3.962,1,0.0496,0.229,0.000478,0.186,0.183,97.021,4,house,house,,,,,,,,,,,,,,
53028,1jT2yBR6qi5mrGwFGIeKmR,Tiësto;Ava Max,Back to School!,The Motto,0,164818,False,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,4,house,house,,,,,,,,,,,,,,
53029,2UWgnHDwD8Uw5hU1akDWDl,Tiësto;Charli XCX,EDM Hits,Hot in It,0,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,4,house,house,,,,,,,,,,,,,,
53030,4e5s77PZaf4ulqs5bFeik9,Tiësto;Charli XCX,Brandneu Dance,Hot in It,0,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,4,house,house,,,,,,,,,,,,,,
53031,5IGsV7tGijVH9R7KtneqKn,Tiësto;Charli XCX,Daily Pop Mix,Hot in It,0,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,4,house,house,,,,,,,,,,,,,,
53032,0EpO6LZgIlxTUHE2e1ckCa,Tiësto;Ava Max,Hit After Hit,The Motto,0,164818,False,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,4,house,house,,,,,,,,,,,,,,
53033,5odOSnLe89YWZ198e9SJ8O,Tiësto;Charli XCX,Your Perfect Soundtrack,Hot in It,0,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,4,house,house,,,,,,,,,,,,,,
53034,0j1oGNwg8VVosfPezkrSni,Tiësto;Ava Max,Cardio Tracks,The Motto,0,164818,False,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,4,house,house,,,,,,,,,,,,,,
53035,6SRWhUJcD2YKahCwHavz3X,Alan Walker;Au/Ra;Tomine Harket,Different World,Darkside,75,211680,False,0.43,0.606,4,-5.115,0,0.0431,0.131,0.0,0.173,0.123,169.988,4,house,house,Darkside,11.0,73.0,False,Alan Walker,78.0,41264069.0,,3nzuGtN3nXARvvecier4K0,Different World,2018-12-14,15.0,album,3.52
53036,5jZdUmR7UmVsw9XkEsPGZF,Tiësto,Hit After Hit,The Business,0,164000,False,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,4,house,house,,,,,,,,,,,,,,
53037,4NR32XsVHm1oN9x8ExR8Yu,Tiësto;Ava Max,Today's Party Hits,The Motto,0,164818,False,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,4,house,house,,,,,,,,,,,,,,
53038,389GFtpjhmv2HxiEyWH3FE,Tiësto;Ava Max,Trending Pop,The Motto,0,164818,False,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,4,house,house,,,,,,,,,,,,,,
53039,12gp9XggBAImRaqz7ASv9u,Tiësto;Ava Max,Summer Music Festival Hits,The Motto,0,164818,False,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,4,house,house,,,,,,,,,,,,,,
53040,5rQ8KYGO7MetiCgqnn4hby,Tiësto;Ava Max,Dance Dance Dance,The Motto,0,164818,False,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,4,house,house,,,,,,,,,,,,,,
53041,2QKALbvieihPo40okeVa1v,Tiësto,House Anthems,The Business,4,164000,False,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,4,house,house,,,,,,,,,,,,,,
53042,43ZXaExiD5ExmSpmPK5aQZ,Tiësto;KAROL G,Feeling Good,Don't Be Shy,1,140500,True,0.77,0.787,11,-3.748,0,0.0583,0.198,0.0,0.262,0.513,119.986,4,house,house,,,,,,,,,,,,,,
53043,6N2yutZiLVpqbF1AK8Vxhu,Tiësto,Feeling Good,The Business,1,164000,False,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,4,house,house,,,,,,,,,,,,,,
53044,2DEQAi3HSie56MG0M5pGwJ,Tiësto;KAROL G,Today's Party Hits,Don't Be Shy,0,140500,True,0.77,0.787,11,-3.748,0,0.0583,0.198,0.0,0.262,0.513,119.986,4,house,house,,,,,,,,,,,,,,
53045,2Q1IoizHMaYROD9JrAsLDS,Tiësto,Today's Party Hits,The Business,0,164000,False,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,4,house,house,,,,,,,,,,,,,,
53046,3i31Itck9EgI1vRjZxdYe9,Tiësto;KAROL G,Dance Dance Dance,Don't Be Shy,0,140500,True,0.77,0.787,11,-3.748,0,0.0583,0.198,0.0,0.262,0.513,119.986,4,house,house,,,,,,,,,,,,,,
53047,5hFv1SIDrWucD6FO7sKuWX,Tiësto,"#Multiverse, If the Multiverse Is Real",The Business,0,164000,False,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,4,house,house,,,,,,,,,,,,,,
53048,3mTUMIT3M0e9PySC1mteSV,Tiësto;Mabel,pov: it's 2019,God Is A Dancer,0,168125,False,0.798,0.747,1,-3.91,0,0.0808,0.0284,1.9e-06,0.344,0.805,120.002,4,house,house,,,,,,,,,,,,,,
53049,0jGNrMFSke9iI1pmfWbvft,Tiësto;Becky Hill,pov: it's 2020,Nothing Really Matters,0,157720,False,0.735,0.842,5,-4.079,0,0.0403,0.00519,4.52e-06,0.308,0.681,123.039,4,house,house,,,,,,,,,,,,,,
53050,2xLMifQCjDGFmkHkpNLD9h,Travis Scott,ASTROWORLD,SICKO MODE,83,312820,True,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,4,house,house,SICKO MODE,3.0,82.0,True,Travis Scott,89.0,41119579.0,rap,41GuZcammIkupMPKH2OJ6I,ASTROWORLD,2018-08-03,17.0,album,5.21
53051,46ydq5g3k17iLJs3qMDvO6,Astrid S,Astrid S,Hurts So Good,69,208728,False,0.675,0.609,7,-5.027,0,0.0586,0.084,0.0,0.0957,0.378,120.039,4,house,house,Hurts So Good,2.0,68.0,False,Astrid S,62.0,1379500.0,norwegian pop,5iK2afnsB8wwv9WULCE9e7,Astrid S,2016-05-20,5.0,single,3.47
53052,3eekarcy7kvN4yt5ZFzltW,Travis Scott,HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,82,175720,True,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4,house,house,HIGHEST IN THE ROOM,1.0,83.0,True,Travis Scott,89.0,41131037.0,rap,2uDTi1PlpSpvAv7IRAoAEU,HIGHEST IN THE ROOM,2019-10-04,1.0,single,2.92
53053,7vGuf3Y35N4wmASOKLUVVU,Marshmello;Khalid,Silence,Silence,81,180822,False,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,4,house,house,Silence,1.0,78.0,False,Marshmello,80.0,34479374.0,edm,2bw00gRKNKbTFOqCkohbSh,Silence,2017-08-11,1.0,single,3.01
53054,6gBFPUFcJLzWGx4lenP6h2,Travis Scott,Birds In The Trap Sing McKnight,goosebumps,84,243836,True,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,4,house,house,goosebumps,9.0,84.0,True,Travis Scott,89.0,41131037.0,rap,42WVQWuf1teDysXiOupIZt,Birds In The Trap Sing McKnight,2016-09-16,14.0,album,4.06
53055,0azC730Exh71aQlOt9Zj3y,Calvin Harris;Rihanna,This Is What You Came For,This Is What You Came For,81,222160,False,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,4,house,house,This Is What You Came For,1.0,78.0,False,Calvin Harris,84.0,23079295.0,edm,3pEgGUv379EDinvg1TN7Kt,This Is What You Came For,2016-04-29,1.0,single,3.7
53056,10xV5l9nhLvFpR8mqzs0bL,Marshmello;Khalid,Numb,Numb,87,155588,False,0.912,0.774,0,-4.673,0,0.0455,0.121,0.0127,0.101,0.632,119.966,4,house,house,Numb,1.0,70.0,False,Marshmello,80.0,34476607.0,edm,3SBeYxkc3Ce7lanK0f3epk,Numb,2022-06-10,1.0,single,2.59
53057,6xsGllAEwkmF4SSDwdpmMt,Major Lazer;Justin Bieber;MØ,Major Lazer Essentials,Cold Water,58,185351,False,0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.5,92.946,4,house,house,,,,,,,,,,,,,,
53058,4qu63nuBpdn0qHUHuObEj1,Marshmello;Jonas Brothers,Leave Before You Love Me,Leave Before You Love Me (with Jonas Brothers),85,154983,False,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,4,house,house,Leave Before You Love Me (with Jonas Brothers),1.0,80.0,False,Marshmello,80.0,34478237.0,edm,66JuK41D3LpkbX3HCTGcQk,Leave Before You Love Me,2021-05-21,1.0,single,2.58
53059,3Z8FwOEN59mRMxDCtb8N0A,Marshmello;Halsey,Be Kind (with Halsey),Be Kind (with Halsey),77,172761,False,0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995,4,house,house,Be Kind (with Halsey),1.0,71.0,False,Marshmello,80.0,34476607.0,edm,1eleCBhP2R8TXEDquvybwC,Be Kind (with Halsey),2020-05-01,1.0,single,2.87
53060,09IStsImFySgyp0pIQdqAc,Zedd;Maren Morris;Grey,The Middle,The Middle,80,184732,False,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,4,house,house,The Middle,1.0,77.0,False,Zedd,73.0,6111369.0,edm,7nEiwcUSwycvC77kZ9ub7c,The Middle,2018-01-23,1.0,single,3.07
53061,62aP9fBQKYKxi7PDXwcUAS,Surf Mesa;Emilee,ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),77,176546,False,0.674,0.774,11,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,112.05,4,house,house,ily (i love you baby) (feat. Emilee),1.0,74.0,False,Surf Mesa,58.0,191414.0,,4MHHajvRTUHItDsvfdIC8B,ily (i love you baby) (feat. Emilee),2019-11-26,1.0,single,2.94
53062,3ebXMykcMXOcLeJ9xZ17XH,Martin Garrix;Dua Lipa,Scared to Be Lonely,Scared to Be Lonely,78,220883,False,0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,4,house,house,Scared to Be Lonely,1.0,75.0,False,Martin Garrix,74.0,15121268.0,"edm, progressive house, electronica",2v9rQe4F8fVSh5v8bAq0jF,Scared to Be Lonely,2017-01-27,1.0,single,3.68
53063,20McUFi8KCIVdNDLrkTDuZ,HVME,Goosebumps,Goosebumps,75,163208,True,0.767,0.659,1,-7.429,1,0.0444,0.325,0.0,0.13,0.439,124.946,4,house,house,,,,,,,,,,,,,,
53064,24Yi9hE78yPEbZ4kxyoXAI,SAINt JHN;Imanbek,Roses (Imanbek Remix),Roses - Imanbek Remix,81,176840,True,0.77,0.724,8,-5.484,1,0.0495,0.0167,0.0107,0.353,0.898,121.975,4,house,house,Roses - Imanbek Remix,1.0,74.0,True,SAINt JHN,65.0,1153696.0,,3GqSdhWjmMypMwPLtzoFYs,Roses (Imanbek Remix),2019-10-09,1.0,single,2.94
53065,1Lim1Py7xBgbAkAys3AGAG,Major Lazer;MØ;DJ Snake,Peace Is The Mission (Extended),Lean On,73,176561,False,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,4,house,house,Lean On,4.0,4.0,False,Major Lazer,73.0,6302021.0,moombahton,4pCLlUxlKj3pNVdBtFyhrU,Peace Is The Mission (Extended),2015-11-27,17.0,album,2.94
53066,09AvsbivV1FQBRAEBJh7UL,The Chainsmokers,So Far So Good,High,75,175163,True,0.601,0.787,0,-6.178,1,0.031,0.0492,0.0,0.142,0.525,134.981,4,house,house,,,,,,,,,,,,,,
53067,72jbDTw1piOOj770jWNeaG,The Chainsmokers,Memories...Do Not Open,Paris,74,221506,False,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,4,house,house,Paris,8.0,79.0,False,The Chainsmokers,80.0,21359561.0,,4JPguzRps3kuWDD5GS6oXr,Memories...Do Not Open,2017-04-07,12.0,album,3.69
53068,2oejEp50ZzPuQTQ6v54Evp,The Chainsmokers;Bebe Rexha,World War Joy,Call You Mine,75,217640,False,0.585,0.696,4,-5.6,0,0.0307,0.204,0.0,0.344,0.522,104.01,4,house,house,Call You Mine,7.0,66.0,False,The Chainsmokers,80.0,21357977.0,,01GR4NL5O5CZM51k0aejKD,World War Joy,2019-12-06,10.0,album,3.62
53069,6h5PAsRni4IRlxWr6uDPTP,Axwell /\ Ingrosso,More Than You Know,More Than You Know,80,203000,False,0.646,0.741,5,-4.973,0,0.034,0.0275,0.0,0.312,0.571,123.077,4,house,house,More Than You Know,1.0,78.0,False,Axwell / Ingrosso,63.0,2534676.0,,6Ei5WWek37m1x9AjpSXTcJ,More Than You Know,2017-07-28,15.0,album,3.38
53070,18asYwWugKjjsihZ0YvRxO,Tiësto;Ava Max,The Motto,The Motto,86,164818,False,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,4,house,house,The Motto,1.0,72.0,False,Tiësto,80.0,7979622.0,"edm, trance, big room",278z9UXJaMNDH9Bel9uAxV,The Motto,2021-11-04,1.0,single,2.74
53071,4IlqQhaxrGPxmg35YcXXuS,Aaron Smith;Luvli;Krono,Ibiza 2019,Dancin - Krono Remix,76,256000,False,0.751,0.727,10,-9.789,0,0.0304,0.0442,0.0338,0.1,0.28,119.982,4,house,house,,,,,,,,,,,,,,
53072,0zzVTGyRrWpQu8Fr28NRAv,Marshmello;Demi Lovato,OK Not To Be OK,OK Not To Be OK,75,159862,False,0.743,0.837,1,-5.025,0,0.0649,0.0172,0.0,0.0743,0.263,103.072,4,house,house,OK Not To Be OK,1.0,60.0,False,Marshmello,80.0,34478237.0,edm,3wCtCJ8O6SlGBWYfzAlsb2,OK Not To Be OK,2020-09-10,1.0,single,2.66
53073,4jp4Z02kzzg8gK0NmDGgml,K-391;Alan Walker;Tungevaag;Mangoo,Play,Play,70,167976,False,0.52,0.798,6,-5.498,0,0.0391,0.101,0.0,0.0932,0.168,101.944,4,house,house,,,,,,,,,,,,,,
53074,5knuzwU65gJK7IF5yJsuaW,Clean Bandit;Sean Paul;Anne-Marie,Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),75,251088,False,0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965,4,house,house,,,,,,,,,,,,,,
53075,7fZBQnc0zXwVybgCIrQQil,Imanbek;BYOR,Belly Dancer,Belly Dancer,87,151475,False,0.845,0.797,1,-4.984,1,0.139,0.0582,5.57e-06,0.167,0.422,121.985,4,house,house,Belly Dancer,1.0,76.0,False,Imanbek,66.0,277287.0,slap house,2npvQTpyjLtapBWTNTNlqn,Belly Dancer,2022-02-18,1.0,single,2.52
53076,4OgwXdylh75fHfwUzJTUqg,Ilkay Sencan;Dynoro,Rockstar,Rockstar,70,212280,False,0.771,0.826,11,-3.978,1,0.0604,0.142,0.03,0.145,0.185,100.012,4,house,house,,,,,,,,,,,,,,
53077,3uUuGVFu1V7jTQL60S1r8z,Lost Frequencies;Calum Scott,Where Are You Now,Where Are You Now,88,148197,False,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,4,house,house,Where Are You Now,1.0,77.0,False,Lost Frequencies,75.0,3098388.0,tropical house,5YrOK7zze6egKg9a8WRcnD,Where Are You Now,2021-07-30,1.0,single,2.46
53078,1fSfbrzIlBuT1XIjqRe1eM,Marshmello;Jonas Brothers,pov: it's 2021,Leave Before You Love Me,0,154983,False,0.724,0.744,7,-4.757,1,0.0398,0.00219,4.49e-06,0.116,0.645,119.978,4,house,house,,,,,,,,,,,,,,
53079,2i4rLDS0cR77blmqqPybve,Marshmello;Jonas Brothers,Autumn Vibes 2022,Leave Before You Love Me,0,154983,False,0.724,0.744,7,-4.757,1,0.0398,0.00219,4.49e-06,0.116,0.645,119.978,4,house,house,,,,,,,,,,,,,,
53080,2USlegnFJLrVLpoVfPimKB,Gabry Ponte;LUM!X;Prezioso,Thunder,Thunder,80,160000,False,0.67,0.896,1,-4.673,1,0.058,0.0342,3.21e-05,0.344,0.403,101.216,3,house,house,,,,,,,,,,,,,,
53081,5SbE5ptbYNFahUdICaS6kp,Marshmello;Demi Lovato,pov: it's 2020,OK Not To Be OK,0,159862,False,0.743,0.837,1,-5.025,0,0.0649,0.0172,0.0,0.0743,0.263,103.072,4,house,house,,,,,,,,,,,,,,
53082,2XiqR6g3EbBfdPvcqjct7w,Marshmello;Bastille,Halloween Party Canzoni per Bambini 2022,Happier,0,214289,False,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.011,4,house,house,,,,,,,,,,,,,,
53083,3BomnHfqKZCdPJC9bkGBjE,Alan Walker;Sabrina Carpenter;Farruko,World Of Walker,On My Way,66,193959,True,0.522,0.697,1,-5.288,0,0.103,0.0291,0.0,0.319,0.235,169.775,4,house,house,,,,,,,,,,,,,,
53084,6OdmU38bVJaVBBeIkso4Wu,Alok;Bastille,EDM Gaming Music Autumn/Winter 2022,Run Into Trouble,0,182564,False,0.621,0.885,6,-4.593,1,0.0415,0.265,0.0,0.0719,0.411,117.021,4,house,house,,,,,,,,,,,,,,
53085,1GuSTVJDtsbY70WV0VT64H,Marshmello;Bastille,Beginner Ride (Mixtape Vol. 1),Happier,5,214289,False,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.011,4,house,house,,,,,,,,,,,,,,
53086,7b1JFWEOfZtN9HGCzvBOir,Marshmello;Anne-Marie,Autumn Hits,FRIENDS,3,202620,True,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,4,house,house,,,,,,,,,,,,,,
